instance,n,num_variables,seed,penalty_factor,penalty,path_upper_bound_kms,provably_sufficient,feasibility_rate,best_raw_dv_kms,best_repaired_dv_kms,mean_feasible_dv_kms,reference_dv_kms,gap_pct,reason
n5_td30d,5,25,4,1.05,0.8729974450332734,0.831426138126927,True,1.0,0.831426138126927,0.831426138126927,1.1529013512004058,0.831426138126927,0.0,
n5_td30d,5,25,4,1.1,0.9145687519396197,0.831426138126927,True,1.0,0.831426138126927,0.831426138126927,1.1823369986030956,0.831426138126927,0.0,
n5_td30d,5,25,4,1.5,1.2471392071903904,0.831426138126927,True,1.0,0.831426138126927,0.831426138126927,1.3028248055396452,0.831426138126927,0.0,
n5_td30d,5,25,4,2.0,1.662852276253854,0.831426138126927,True,1.0,0.831426138126927,0.831426138126927,1.392340787968327,0.831426138126927,0.0,
n5_td30d,5,25,4,4.0,3.325704552507708,0.831426138126927,True,1.0,0.831426138126927,0.831426138126927,1.513545350083623,0.831426138126927,0.0,
n5_td30d,5,25,4,8.0,6.651409105015416,0.831426138126927,True,1.0,0.831426138126927,0.831426138126927,1.579803865367857,0.831426138126927,0.0,
n5_td30d,5,25,5,0.5,0.4157130690634635,0.831426138126927,False,0.73,0.831426138126927,0.831426138126927,0.9199457871122894,0.831426138126927,0.0,
n5_td30d,5,25,5,1.0,0.831426138126927,0.831426138126927,False,1.0,0.831426138126927,0.831426138126927,1.1512983106282664,0.831426138126927,0.0,
n5_td30d,5,25,5,1.05,0.8729974450332734,0.831426138126927,True,1.0,0.831426138126927,0.831426138126927,1.1771196556017578,0.831426138126927,0.0,
n5_td30d,5,25,5,1.1,0.9145687519396197,0.831426138126927,True,1.0,0.831426138126927,0.831426138126927,1.1931381644861603,0.831426138126927,0.0,
n5_td30d,5,25,5,1.5,1.2471392071903904,0.831426138126927,True,1.0,0.831426138126927,0.831426138126927,1.3064573668967785,0.831426138126927,0.0,
n5_td30d,5,25,5,2.0,1.662852276253854,0.831426138126927,True,1.0,0.831426138126927,0.831426138126927,1.3929736146511977,0.831426138126927,0.0,
n5_td30d,5,25,5,4.0,3.325704552507708,0.831426138126927,True,1.0,0.831426138126927,0.831426138126927,1.52626874876971,0.831426138126927,0.0,
n5_td30d,5,25,5,8.0,6.651409105015416,0.831426138126927,True,1.0,0.831426138126927,0.831426138126927,1.601662253333242,0.831426138126927,0.0,
n8_td30d,8,64,1,0.5,0.5860187856996127,1.1720375713992255,False,0.734,1.1123581267408957,1.1123581267408957,1.5950031718812923,1.1123581267408957,0.0,
n8_td30d,8,64,1,1.0,1.1720375713992255,1.1720375713992255,False,1.0,1.1123581267408957,1.1123581267408957,2.24193598651553,1.1123581267408957,0.0,
n8_td30d,8,64,1,1.05,1.2306394499691868,1.1720375713992255,True,1.0,1.1123581267408957,1.1123581267408957,2.252005468563366,1.1123581267408957,0.0,
n8_td30d,8,64,1,1.1,1.2892413285391482,1.1720375713992255,True,1.0,1.1720375713992255,1.1720375713992255,2.318896151724465,1.1123581267408957,5.365128659884464,
n8_td30d,8,64,1,1.5,1.7580563570988383,1.1720375713992255,True,1.0,1.1764619824559344,1.1764619824559344,2.623425181555489,1.1123581267408957,5.7628792539015175,
n8_td30d,8,64,1,2.0,2.344075142798451,1.1720375713992255,True,1.0,1.1764619824559344,1.1764619824559344,2.7832658946143702,1.1123581267408957,5.7628792539015175,
